_id,Categoria_de_premiação,Nome_do_projeto,Escola,Cidade,Estado,Ano
6632fab1fb44da0b0e450d2e,Destaque em Ciências Comportamentais,O desenvolvimento psicossocial de crianças e pré-adolescentes em tempos de pandemia e isolamento social ,Colégio Dante Alighieri, Sao Paulo,São Paulo (SP),2023
6632fab2fb44da0b0e450d2f,Prêmios de Excelência em Geociências,Sun Tracker: um algoritmo de inteligência artificial que prevê eventos do tipo Carrington ,Colégio Ciman, Brasília,Distrito Federal (DF),2023
6632fab2fb44da0b0e450d30,Prêmio Ricoh de Desenvolvimento Sustentável 2023,NOIVA: um novo objeto de investigação ambiental para o monitoramento cidadão de microplástico na água ,IFPR - Campus Paranaguá, Paranagua,Paraná (PR),2023
6632fab3fb44da0b0e450d31,Destaque em habilidade e criatividade de biologia in vitro,Avaliação do efeito do biofilme comestível à base de plânctons e/ou diferentes amidos associado ou não à refrigeração na conservação de vegetais in natura e controle alternativo com o uso de extratos vegetais no cultivo in vitro de patógenos – fase IV ,Colégio Estadual Jardim Porto Alegre - Unidade II, Toledo,Paraná (PR),2023
6632fab3fb44da0b0e450d32,Prêmio Campeão da Ciência,“Ecobags” de papel de palha de coqueiro: uma alternativa sustentável para substituir as sacolas plásticas usadas na feira livre de Umbaúba-SE ,Colégio Estadual Dr. Antônio Garcia Filho, Umbauba,Sergipe (SE),2023
6632fab3fb44da0b0e450d33,Expositor destaque em STEM,Aproveitamento de coproduto agroindustrial de goiaba (Psidium guajava) na obtenção de filmes poliméricos biodegradáveis ,E.E.M.T.I. Marconi Coelho Reis, Cascavel,Ceará (CE),2023
6632fab4fb44da0b0e450d34,Prêmio National Geographic - ISTO É GEOGRAFIA!,História em silêncio: entre as lembranças e a construção da identidade do sujeito surdo ,Centro Estadual de Capacitação de Educadores e Atendimento ao Surdo, Mossoró,Rio Grande do Norte (RN),2023
6632fab4fb44da0b0e450d35,Prêmio Revista InCiência,Uso do hidrogel de fraldas usadas como alternativa de manutenção da umidade do solo ,2º Colégio da Polícia Militar do Paraná, Londrina,Paraná (PR),2023
6632fab4fb44da0b0e450d36,Prêmio Revista InCiência,Sistema eletrônico de detecção e gerenciamento de incêndios para unidades de conservação ,IFBA - Campus Seabra, Seabra,Bahia (BA),2023
6632fab5fb44da0b0e450d37,Prêmio Revista InCiência,Avaliação química de sequestro de carbono no cultivo da microalga Raphidocelis subcapitata em sistema fotobiorreator e análise nutricional da biomassa ,Centro Tecnológico Universidade de Caxias do Sul, Caxias Do Sul,Rio Grande do Sul (RS),2023
6632fab5fb44da0b0e450d38,Prêmio Revista InCiência,Uso do grafeno associado à membrana inorgânica nanoporosa para o tratamento da água ,Fundação Escola Técnica Liberato Salzano Vieira da Cunha, Novo Hamburgo,Rio Grande do Sul (RS),2023
6632fab5fb44da0b0e450d39,Prêmio Revista InCiência,Projeto solo fértil Aquidauana - ferramentas de aprendizagem tecnológica ativa e integrada à comunidade para o enfrentamento da insegurança alimentar ,IFMS - Campus Aquidauana, Aquidauana,Mato Grosso do Sul (MS),2023
6632fab6fb44da0b0e450d3a,Prêmio Destaque ECO21.ECO.BR,"Filtro ecológico de baixo custo, para o tratamento de água, feito à base de carvão ativado proveniente a biomassa da jurema preta (Mimosa hostilis) – Projeto TAC ",E.E.E.P. Antonio Rodrigues de Oliveira, Pedra Branca,Ceará (CE),2023
6632fab6fb44da0b0e450d3b,Prêmio Destaque ECO21.ECO.BR,Produção de carvão ativado de Pithecellobium dulce para a remoção de azul de metileno ,IFBA - Campus Camaçari, Camaçari,Bahia (BA),2023
6632fab6fb44da0b0e450d3c,Prêmio Sociedade Brasileira de Microbiologia - Honra ao Mérito SBM,"Carvão ativado por micro-ondas a partir do coco verde, a viabilidade desse resíduo como tecnologia no tratamento de efluentes ",Colégio Militar do Recife, Recife,Pernambuco (PE),2023
6632fab6fb44da0b0e450d3d,Prêmio Sociedade Brasileira de Microbiologia - Destaque SBM,Desenvolvimento de lipossomas de Fluopsina C: um composto bioativo no controle de bactérias patogênicas ,Colégio Interativa, Londrina,Paraná (PR),2023
6632fab7fb44da0b0e450d3e,Prêmio SBBq,Análise da composição química do óleo essencial da Senecio oleosus para composição de um curativo alternativo bioativo ,Colégio Bom Jesus Diocesano, Lages,Santa Catarina (SC),2023
6632fab7fb44da0b0e450d3f,Prêmio SBBq,Fibras de coco e abacaxi: solução acessível para contaminações por óleo dos corpos d’água no Brasil ,Colégio Presbiteriano Mackenzie, Sao Paulo,São Paulo (SP),2023
6632fab7fb44da0b0e450d40,Prêmio SBBq,Desenvolvimento de objetos biodegradáveis através da fibra do coco ,IFSP - Campus Guarulhos, Guarulhos,São Paulo (SP),2023
6632fab8fb44da0b0e450d41,Prêmio SBBq,B-plastik: análise de filmes bioplásticos a partir da fécula de tubérculos ,Escola Corálio Soares de Oliveira, Bayeux,Paraíba (PB),2023
6632fab8fb44da0b0e450d42,Prêmio SBBq,Investigação do desequilíbrio metalômico associado ao câncer ,IFRJ - Campus Rio de Janeiro, Rio De Janeiro,Rio de Janeiro (RJ),2023
6632fab8fb44da0b0e450d43,Prêmio Destaque Tecnológico Skyrats,Reduzindo o plástico nos oceanos: soluções simples no combate De Rio das Ostras - RJ Estêvão Ferreira da Silva [Estudante,Colégio Casulo, Rio Das Ostras,Rio de Janeiro (RJ),2023
6632fab9fb44da0b0e450d44,Prêmio FórumDCNTs,Produção de uma pomada para o tratamento de ferimentos cutâneos ,IF Baiano - Campus Catu, Catu,Bahia (BA),2023
6632fab9fb44da0b0e450d45,Prêmio FórumDCNTs,Robô Afonso: um auxílio para pacientes com Alzheimer ,Colégio Estadual Marechal Castelo Branco – E.F.M.N., Primeiro De Maio,Paraná (PR),2023
6632fab9fb44da0b0e450d46,Prêmio FórumDCNTs,Pulseira indicadora de desregulação em autistas ,E.T.E. Henrique Lage, Niteroi,Rio de Janeiro (RJ),2023
6632fab9fb44da0b0e450d47,Prêmio Destaque FórumDCNTs,A epigenética e a longevidade de vida: a relação entre hábitos saudáveis e a oncologia preventiva ,E.E. Dr. Edino Jales, Patu,Rio Grande do Norte (RN),2023
6632fabafb44da0b0e450d48,Prêmio Destaque FórumDCNTs,Autie: aplicativo de suporte para mulheres autistas ,IFSP - Campus Suzano, Suzano,São Paulo (SP),2023
6632fabafb44da0b0e450d49,Prêmio Destaque FórumDCNTs,Desenvolvimento de uma ferramenta para cálculo de dose insulina bolus no tratamento de diabéticos tipo 1 ,Colégio Militar de Curitiba, Curitiba,Paraná (PR),2023
6632fabafb44da0b0e450d4a,Prêmio EDUSP,Construção do tampo de carteiras escolares utilizando folhas secas de árvores ,E.E. Aristofanes Fernandes, Santana Do Matos,Rio Grande do Norte (RN),2023
6632fabbfb44da0b0e450d4b,Prêmio EDUSP,Uso de defensivos naturais no cultivo de hortas orgânicas sustentáveis no espaço escolar ,E.E.E.M. Antônio Figueira, Santarém,Pará (PA),2023
6632fabbfb44da0b0e450d4c,Prêmio EDUSP,Visualização de estruturas e osmose em células vegetais com uso de corantes naturais ,E.E. Ceti Prof. Manuel Vicente Ferreira Lima, Coari,Tocantins (TO),2023
6632fabcfb44da0b0e450d4d,Prêmio EDUSP,Sun Tracker: um algoritmo de inteligência artificial que prevê eventos do tipo Carrington ,Colégio Ciman, Brasília,Distrito Federal (DF),2023
6632fabcfb44da0b0e450d4e,Prêmio EDUSP,Prototipação de aplicativo para coordenação de integração curricular das escolas de tempo integral ,Colégio Estadual Gomes de Souza Ramos, Anapolis,Goiás (GO),2023
6632fabdfb44da0b0e450d4f,Prêmio Agência USP de Inovação,Evasão escolar e a desumanização: um estudo à luz do pensamento de Paulo Freire ,Escola Alef Peretz - Unidade Paraisópolis, Sao Paulo,São Paulo (SP),2023
6632fabdfb44da0b0e450d50,Prêmio Agência USP de Inovação,Uso de narrativas imersivas na prevenção e combate ao bullying no ambiente escolar ,Colégio Dante Alighieri, Sao Paulo,São Paulo (SP),2023
6632fabdfb44da0b0e450d51,Prêmio CRT-SP,Bioconcreto: tecnologia do concreto autorregenerativo com ênfase na bactéria Bacillus subtilis ,Etec Polivalente de Americana, Americana,São Paulo (SP),2023
6632fabefb44da0b0e450d52,Prêmio CRT-SP,"Periferização, segregação e especulação imobiliária relacionadas ao projeto Minha Casa, Minha Vida em Limeira - SP ",Campo não encontrado,Campo não encontrado,Campo não encontrado,2023
6632fabefb44da0b0e450d53,Prêmio Museu Paulista da USP,D’arte - democratização da arte em espaços socioculturais ,Campo não encontrado,Campo não encontrado,Campo não encontrado,2023
6632fabefb44da0b0e450d54,Prêmio Museu Paulista da USP,História em silêncio: entre as lembranças e a construção da identidade do sujeito surdo ,Centro Estadual de Capacitação de Educadores e Atendimento ao Surdo, Mossoró,Rio Grande do Norte (RN),2023
6632fabffb44da0b0e450d55,Prêmio Museu Paulista da USP,Inclusão social no âmbito escolar: desenvolvimento de instrumento matemático como ferramenta educativa para deficientes visuais ,EE SILVESTRE VERAS BARBOSA ENS 1 E 2 GRAUS, Parau,Rio Grande do Norte (RN),2023
6632fabffb44da0b0e450d56,Prêmio Museu Paulista da USP,O empoderamento feminino a partir dos artesanatos feitos com a palha do licuri na comunidade quilombola Vargem do Sal ,Colégio Estadual Norberto Fernandes, Cacule,Bahia (BA),2023
6632fabffb44da0b0e450d57,Menção honrosa da SBPC na FEBRACE,Caminhos para segurança alimentar: a aplicação do potencial nutricional e culinário da chaya (Cnidoscolus aconitifolius) ,E.E.M. Governador Adauto Bezerra, Juazeiro Do Norte,Ceará (CE),2023
6632fac0fb44da0b0e450d58,Projeto Destaque da SBPC na FEBRACE,Uso da fibra de paina (Ceiba pentandra) como substrato de ilhas flutuantes filtrantes ,Colégio Militar do Recife, Recife,Pernambuco (PE),2023
6632fac0fb44da0b0e450d59,2º lugar,MDFolhas: otimização do MDF tradicional para o atendimento do mercado atual ,Etec Monte Mor, Monte Mor,São Paulo (SP),2023
6632fac0fb44da0b0e450d5a,1º lugar,Ilhas do conhecimento - jogo digital desenvolvido para mitigar o déficit pedagógico-cognitivo em tempos de pós-pandemia ,Colégio Militar de Belo Horizonte, Belo Horizonte,Minas Gerais (MG),2023
6632fac1fb44da0b0e450d5b,Prêmio Manual do Mundo,Mulheres negras fazendo ciência: iniciação científica de jovens negras ,CEFET-RJ - Campus Maria da Graça, Rio De Janeiro,Rio de Janeiro (RJ),2023
6632fac1fb44da0b0e450d5c,2º Lugar,NOIVA: um novo objeto de investigação ambiental para o monitoramento cidadão de microplástico na água ,IFPR - Campus Paranaguá, Paranagua,Paraná (PR),2023
6632fac1fb44da0b0e450d5d,1º Lugar,Sistema eletrônico de detecção e gerenciamento de incêndios para unidades de conservação ,IFBA - Campus Seabra, Seabra,Bahia (BA),2023
6632fac1fb44da0b0e450d5e,Prêmio Marinha do Brasil,Mauritia: um sistema com flutuabilidade aquática para limpeza e coagulação de rios e lagos através de agentes orgânicos ,E.E. Irmã Santina Rioli, Macapa,Amapá (AP),2023
6632fac2fb44da0b0e450d5f,2º Lugar em Mentalidade Marítima,Clean water ,Colégio Diocesano Santa Luzia, Mossoro,Rio Grande do Norte (RN),2023
6632fac2fb44da0b0e450d60,1º Lugar em Mentalidade Marítima,Transponder para embarcações: um estudo social de prevenção a acidentes na região de Barcarena - PA 4ª fase startup ,Sistema de Ensino Inove, Abaetetuba,Pará (PA),2023
6632fac2fb44da0b0e450d61,Prêmio Defesa Civil do Estado de São Paulo,Clean water ,Colégio Diocesano Santa Luzia, Mossoro,Rio Grande do Norte (RN),2023
6632fac3fb44da0b0e450d62,Prêmio Defesa Civil do Estado de São Paulo,Ibiry ,Colégio Técnico e Industrial de Guaratinguetá, Guaratingueta,São Paulo (SP),2023
6632fac3fb44da0b0e450d63,Prêmio Defesa Civil do Estado de São Paulo,"Sistema de coleta e armazenagem de água da chuva a partir de materiais de baixo custo, uma alternativa de combate à seca no semiárido nordestino ",E.E. Monsenhor Raimundo Gurgel, Mossoró,Rio Grande do Norte (RN),2023
6632fac3fb44da0b0e450d64,Prêmio Centro Estadual de Educação Tecnológica Paula Souza,Museu virtual Catu em retrato: construção e validação de um produto educacional para o ensino de história com professores e estudantes da Educação Básica ,IF Baiano - Campus Catu, Catu,Bahia (BA),2023
6632fac4fb44da0b0e450d65,Prêmio Centro Estadual de Educação Tecnológica Paula Souza,Caminhos para segurança alimentar: a aplicação do potencial nutricional e culinário da chaya (Cnidoscolus aconitifolius) ,E.E.M. Governador Adauto Bezerra, Juazeiro Do Norte,Ceará (CE),2023
6632fac4fb44da0b0e450d66,Prêmio Centro Estadual de Educação Tecnológica Paula Souza,Prototipação de aplicativo para coordenação de integração curricular das escolas de tempo integral ,Colégio Estadual Gomes de Souza Ramos, Anapolis,Goiás (GO),2023
6632fac4fb44da0b0e450d67,Prêmio de Inovação Junior - HackScience,Análise da composição química do óleo essencial da Senecio oleosus para composição de um curativo alternativo bioativo ,Colégio Bom Jesus Diocesano, Lages,Santa Catarina (SC),2023
6632fac5fb44da0b0e450d68,Prêmio de Inovação Junior - HackScience,Produção de uma pomada para o tratamento de ferimentos cutâneos ,IF Baiano - Campus Catu, Catu,Bahia (BA),2023
6632fac5fb44da0b0e450d69,Prêmio de Inovação Junior - HackScience,MicroRNA como marcadores de caquexia no hepatocarcinoma - fase 2 ,Colégio Degraus, Jundiai,São Paulo (SP),2023
6632fac5fb44da0b0e450d6a,Prêmio de Inovação Junior - HackScience,Avaliação do efeito do biofilme comestível à base de plânctons e/ou diferentes amidos associado ou não à refrigeração na conservação de vegetais in natura e controle alternativo com o uso de extratos vegetais no cultivo in vitro de patógenos – fase IV ,Colégio Estadual Jardim Porto Alegre - Unidade II, Toledo,Paraná (PR),2023
6632fac6fb44da0b0e450d6b,Prêmio de Inovação Junior - HackScience,Avaliação da eficiência das bombas de sementes no processo de recuperação de trecho da mata ciliar do riacho das Timbaúbas - etapa II ,E.E.M. Governador Adauto Bezerra, Juazeiro Do Norte,Ceará (CE),2023
6632fac6fb44da0b0e450d6c,Prêmio de Inovação Junior - HackScience,Uma proposta de intervenção no descarte consciente de e-lixo ,E.E.F.M. Deputado Joaquim de Figueiredo Correia, Iracema,Ceará (CE),2023
6632fac6fb44da0b0e450d6d,Prêmio Ciências Moleculares Herch Moysés Nussenzveig de Mérito,Evasão escolar e a desumanização: um estudo à luz do pensamento de Paulo Freire ,Escola Alef Peretz - Unidade Paraisópolis, Sao Paulo,São Paulo (SP),2023
6632fac6fb44da0b0e450d6e,Prêmio Ciências Moleculares Erney Plessmann de Camargo de,MicroRNAs como candidatos à biomarcadores no câncer de pâncreas ,Colégio Degraus, Jundiai,São Paulo (SP),2023
6632fac7fb44da0b0e450d6f,Prêmio Associação dos Engenheiros Politécnicos,Bioconcreto: tecnologia do concreto autorregenerativo com ênfase na bactéria Bacillus subtilis ,Etec Polivalente de Americana, Americana,São Paulo (SP),2023
6632fac7fb44da0b0e450d70,Prêmio Associação dos Engenheiros Politécnicos,Detecção de Parkinson utilizando Inteligência Artificial - fase 2 ,CEFET-MG - Unidade BH - Campus II, Belo Horizonte ,Minas Gerais (MG),2023
6632fac7fb44da0b0e450d71,Prêmio Associação dos Engenheiros Politécnicos,Produção de luvas a partir do bioplástico feito da matéria-prima do sisal (Agave sisalana) ,Colégio Estadual Nossa Senhora das Graças, Araci,Tocantins (TO),2023
6632fac8fb44da0b0e450d72,Prêmio Associação dos Engenheiros Politécnicos,A²Database (Araripe Atmospheric Database): plataforma de monitoramento de dióxido de carbono e compostos orgânicos voláteis na Chapada do Araripe ,IFCE - Campus Juazeiro do Norte, Juazeiro Do Norte,Ceará (CE),2023
6632fac8fb44da0b0e450d73,Prêmio de Inovação ASV,BioGrape: inovação para tratamento de efluentes têxteis a partir de celulose bacteriana de vinho ,IFRS - Campus Osório, Osório,Rio Grande do Sul (RS),2023
6632fac8fb44da0b0e450d74,2º Lugar,Aproveitamento de coproduto agroindustrial de goiaba (Psidium guajava) na obtenção de filmes poliméricos biodegradáveis ,E.E.M.T.I. Marconi Coelho Reis, Cascavel,Ceará (CE),2023
6632fac8fb44da0b0e450d75,1º Lugar,"Potencial larvicida, inseticida e repelente dos princípios ativos do tucum-mirim (Astrocaryum acaule) no controle de artrópodes transmissores de arboviroses ",Escola Santa Teresinha, Imperatriz,Maranhão (MA),2023
6632fac9fb44da0b0e450d76,Ashland – “student solver award”,"Filtro ecológico de baixo custo, para o tratamento de água, feito à base de carvão ativado proveniente da biomassa da jurema preta (Mimosa hostilis) – Projeto TAC ",E.E.E.P. Antonio Rodrigues de Oliveira, Pedra Branca,Ceará (CE),2023
6632fac9fb44da0b0e450d77,2º Lugar,Avaliação do efeito do biofilme comestível a base de plânctons e/ou diferentes amidos associado ou não à refrigeração na conservação de vegetais in natura e controle alternativo com o uso de extratos vegetais no cultivo in vitro de patógenos – fase IV ,Colégio Estadual Jardim Porto Alegre - Unidade II, Toledo,Paraná (PR),2023
6632fac9fb44da0b0e450d78,1º Lugar,BioGrape: inovação para tratamento de efluentes têxteis a partir de celulose bacteriana de vinho ,IFRS - Campus Osório, Osório,Rio Grande do Sul (RS),2023
6632facafb44da0b0e450d79,Prêmio Inteli de Apoio à Inovação,Construção de redes neurais artificiais para mapeamento de inteligências múltiplas dentro de jogos digitais ,Colégio e Curso Matriz Educação, Sao Joao De Meriti,Rio de Janeiro (RJ),2023
6632facafb44da0b0e450d7a,Prêmio Destaque Instituto 3M,D’arte - democratização da arte em espaços socioculturais ,Campo não encontrado,Campo não encontrado,Campo não encontrado,2023
6632facafb44da0b0e450d7b,Prêmio Destaque Instituto 3M,Virtual Hope: gamificação e inteligência artificial em prol da psicologia ,Escola Salesiana São José, Campinas,São Paulo (SP),2023
6632facbfb44da0b0e450d7c,Prêmio Destaque Instituto 3M,Bioconcreto: tecnologia do concreto autorregenerativo com ênfase na bactéria Bacillus subtilis ,Etec Polivalente de Americana, Americana,São Paulo (SP),2023
6632facbfb44da0b0e450d7d,Prêmio Por Um Mundo Sem Lixo,Eco-socius: jogo educativo sobre a economia circular ,IFRS - Campus Osório, Osório,Rio Grande do Sul (RS),2023
6632facbfb44da0b0e450d7e,3º Lugar,PC Board: compósito produzido a partir da utilização do mesocarpo do Cocos nucifera e do poliestireno expandido ,EEM Maria Conceição de Araújo , Acarau,Ceará (CE),2023
6632facbfb44da0b0e450d7f,2º Lugar,Produção de luvas a partir do bioplástico feito da matéria-prima do sisal (Agave sisalana) ,Colégio Estadual Nossa Senhora das Graças, Araci,Tocantins (TO),2023
6632faccfb44da0b0e450d80,1º Lugar,"Sistema de coleta e armazenagem de água da chuva a partir de materiais de baixo custo, uma alternativa de combate à seca no semiárido nordestino ",E.E. Monsenhor Raimundo Gurgel, Mossoró,Rio Grande do Norte (RN),2023
6632faccfb44da0b0e450d81,Prêmio MOCITEPIAL,M - Plasfil: desenvolvimento de membrana para microfiltração e retenção de microplásticos ,Escola SESI - Unidade Prata, Campina Grande,Paraíba (PB),2023
6632faccfb44da0b0e450d82,Prêmio MOCITEPIAL,Triocrim - três fitoterápicos à base de alecrim ,Colégio Estadual Dom Juvêncio de Britto, Caninde De Sao Francisco,Sergipe (SE),2023
6632facdfb44da0b0e450d83,Prêmio MOCITEPIAL,Ferticagem: uma proposta sustentável e econômica ,Escola SESI Adonias Filho, Ilheus,Bahia (BA),2023
6632facdfb44da0b0e450d84,Prêmio FEBIC,Reciclagem de pilhas e baterias: estudo da aplicação do grafite no tratamento de efluentes da indústria têxtil ,Colégio Prof. Roberto Herbster Gusmão, Sete Lagoas,Minas Gerais (MG),2023
6632facdfb44da0b0e450d85,Prêmio FEBIC,Análise da extração de corantes naturais e aplicabilidade na alimentação humana ,Colégio Farroupilha, Porto Alegre,Rio Grande do Sul (RS),2023
6632facefb44da0b0e450d86,Prêmio FEBIC,Fibras de coco e abacaxi: solução acessível para contaminações por óleo dos corpos d’água no Brasil ,Colégio Presbiteriano Mackenzie, Sao Paulo,São Paulo (SP),2023
6632facefb44da0b0e450d87,Prêmio FEBIC,De repente presidente - um jogo de incentivo à participação política ,Colégio Social Madre Clélia, Curitiba,Paraná (PR),2023
6632facefb44da0b0e450d88,Prêmio FEBIC,Desinfopedia: primeira base de dados das fake news no Brasil e análise temática via codificação qualitativa no combate à desinformação ,Colégio Visconde de Porto Seguro - Unidade I, Sao Paulo,São Paulo (SP),2023
6632facefb44da0b0e450d89,Prêmio de Excelência FeNaDANTE,GATES (Grupo de Apoio Tático Educacional de Suporte Cognitivo) - O portal inteligente ,IFPB - Campus Picuí, Picui,Paraíba (PB),2023
6632facffb44da0b0e450d8a,Prêmio de Excelência FeNaDANTE,"Carvão ativado por micro-ondas a partir do coco verde, a viabilidade desse resíduo como tecnologia no tratamento de efluentes ",Colégio Militar do Recife, Recife,Pernambuco (PE),2023
6632facffb44da0b0e450d8b,Prêmio de Excelência FeNaDANTE,História em silêncio: entre as lembranças e a construção da identidade do sujeito surdo ,Centro Estadual de Capacitação de Educadores e Atendimento ao Surdo, Mossoró,Rio Grande do Norte (RN),2023
6632fad0fb44da0b0e450d8c,Prêmio de Excelência FeNaDANTE,Análise do extrato da semente do bacuri (Platonia insignis Mart.) na obtenção de bioativos com potenciais em atividade leishmanicida ,Escola Santa Teresinha, Imperatriz,Maranhão (MA),2023
6632fad0fb44da0b0e450d8d,Prêmio de Excelência FeNaDANTE,Avaliação do efeito do biofilme comestível à base de plânctons e/ou diferentes amidos associado ou não à refrigeração na conservação de vegetais in natura e controle alternativo com o uso de extratos vegetais no cultivo in vitro de patógenos – fase IV ,Colégio Estadual Jardim Porto Alegre - Unidade II, Toledo,Paraná (PR),2023
6632fad0fb44da0b0e450d8e,Prêmio Feira de Ciências do Semiárido Potiguar,M - Plasfil: desenvolvimento de membrana para microfiltração e retenção de microplásticos ,Escola SESI - Unidade Prata, Campina Grande,Paraíba (PB),2023
6632fad0fb44da0b0e450d8f,Prêmio Feira de Ciências do Semiárido Potiguar,"Filtro ecológico de baixo custo, para o tratamento de água, feito à base de carvão ativado proveniente da biomassa da jurema preta (Mimosa hostilis) – Projeto TAC ",E.E.E.P. Antonio Rodrigues de Oliveira, Pedra Branca,Ceará (CE),2023
6632fad1fb44da0b0e450d90,Prêmio MCTIA,Desenvolvimento de uma ferramenta para cálculo de dose insulina bolus no tratamento de diabéticos tipo 1 ,Colégio Militar de Curitiba, Curitiba,Paraná (PR),2023
6632fad1fb44da0b0e450d91,Prêmio MCTIA,Dispositivo detector de prováveis desmaios ,CEFET-MG - Unidade BH - Campus II, Belo Horizonte ,Minas Gerais (MG),2023
6632fad1fb44da0b0e450d92,Prêmio MCTIA,Dispositivo eletrônico para auxiliar na correção da síndrome do pé caído - fase 1 ,E.T.E. Henrique Lage, Niteroi,Rio de Janeiro (RJ),2023
6632fad2fb44da0b0e450d93,Prêmio FENECIT,Desenvolvimento de uma montagem refletora de baixo custo para aumento da eficiência de painéis fotovoltaicos ,Colégio Dante Alighieri, Sao Paulo,São Paulo (SP),2023
6632fad2fb44da0b0e450d94,Prêmio FENECIT,Aproveitamento de coproduto agroindustrial de goiaba (Psidium guajava) na obtenção de filmes poliméricos biodegradáveis ,E.E.M.T.I. Marconi Coelho Reis, Cascavel,Ceará (CE),2023
6632fad2fb44da0b0e450d95,Prêmio Destaque FENECIT,Sistema de irrigação automatizado ,E.E.E.F.M. EURICO SALLES, Itaguacu,Espírito Santo (ES),2023
6632fad3fb44da0b0e450d96,Prêmio FETECMS,"Periferização, segregação e especulação imobiliária relacionadas ao projeto Minha Casa, Minha Vida em Limeira - SP ",Campo não encontrado,Campo não encontrado,Campo não encontrado,2023
6632fad3fb44da0b0e450d97,Prêmio FETECMS,Aplicativo de auxílio a diagnóstico da varíola do macaco por meio de reconhecimento de imagens ,IFPI - Campus Teresina, Teresina,Piauí (PI),2023
6632fad3fb44da0b0e450d98,Prêmio FETECMS,Análise da viabilidade e eficiência da filtragem de cor na quantificação do percentual de cobertura arbórea no processamento de imagens de satélite ,Colégio São Francisco de Sales Diocesano , Teresina,Piauí (PI),2023
6632fad4fb44da0b0e450d99,Mostra Nacional de Feiras de Ciências,Visualização de estruturas e osmose em células vegetais com uso de corantes naturais ,E.E. Ceti Prof. Manuel Vicente Ferreira Lima, Coari,Tocantins (TO),2023
6632fad4fb44da0b0e450d9a,Mostra Nacional de Feiras de Ciências,Fabricação de telhas a partir da reutilização de plástico e pó de serragem ,E.E.E.F.M. César Freitas Cassol, Porto Velho,Rondônia (RO),2023
6632fad4fb44da0b0e450d9b,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Ibiry ,Colégio Técnico e Industrial de Guaratinguetá, Guaratingueta,São Paulo (SP),2023
6632fad5fb44da0b0e450d9c,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Construção de redes neurais artificiais para mapeamento de inteligências múltiplas dentro de jogos digitais ,Colégio e Curso Matriz Educação, Sao Joao De Meriti,Rio de Janeiro (RJ),2023
6632fad5fb44da0b0e450d9d,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Autie: aplicativo de suporte para mulheres autistas ,IFSP - Campus Suzano, Suzano,São Paulo (SP),2023
6632fad5fb44da0b0e450d9e,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Clean water ,Colégio Diocesano Santa Luzia, Mossoro,Rio Grande do Norte (RN),2023
6632fad6fb44da0b0e450d9f,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Biomassa: transformando e sustentando vidas para o amanhã ,Colégio Presbiteriano João Calvino , Rio Branco,Acre (AC),2023
6632fad6fb44da0b0e450da0,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Saelo ,SESI SENAI Sobradinho, Brasilia,Distrito Federal (DF),2023
6632fad6fb44da0b0e450da1,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Nanoemulsões a partir de óleos essenciais: uso da nanotecnologia como solução sustentável na agricultura ,IFES - Campus Vila Velha, Vila Velha,Espírito Santo (ES),2023
6632fad6fb44da0b0e450da2,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Reinvenção do pó metálico ,Escola SESI-Canaã Centro de Atividades Mozart Soares Filho, Goiania,Goiás (GO),2023
6632fad7fb44da0b0e450da3,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Análise do extrato da semente do bacuri (Platonia insignis Mart.) na obtenção de bioativos com potenciais em atividade leishmanicida ,Escola Santa Teresinha, Imperatriz,Maranhão (MA),2023
6632fad7fb44da0b0e450da4,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Determinação do impacto ambiental no rio Braço Norte de Guarantã do Norte-MT pelo biomonitoramento com o sistema-teste Allium cepa L. ,IFMT - Campus Avançado de Guarantã do Norte, Guarantã Do Norte,Mato Grosso (MT),2023
6632fad7fb44da0b0e450da5,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Protótipo didático automatizado para o ensino do eletromagnetismo utilizando elementos de ficção científica ,IFMS - Campus Três Lagoas, Tres Lagoas,Mato Grosso do Sul (MS),2023
6632fad8fb44da0b0e450da6,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Ilhas do conhecimento - jogo digital desenvolvido para mitigar o déficit pedagógico-cognitivo em tempos de pós-pandemia ,Colégio Militar de Belo Horizonte, Belo Horizonte,Minas Gerais (MG),2023
6632fad8fb44da0b0e450da7,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,Transponder para embarcações: um estudo social de prevenção a acidentes na região de Barcarena – PA 4ª fase startup ,Sistema de Ensino Inove, Abaetetuba,Pará (PA),2023
6632fad8fb44da0b0e450da8,Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,M - Plasfil: desenvolvimento de membrana para microfiltração e retenção de microplásticos ,Escola SESI - Unidade Prata, Campina Grande,Paraíba (PB),2023
